Reference Item 	 Label 
Q1215443	Gaius Avidius Nigrinus	1
Q12154724	Sophie Margarete zu Oettingen-Oettingen	1
Q121571	PGA European Tour	1
Q12157247	Stanisław Koniecpolski	2
Q121591	Fred Scholz	1
Q12165057	null	1
Q1216893	The Telegraph	7
Q12178747	Ahmed bin Salman bin Abdulaziz Al Saud	1
Q1217995	null	1
Q12237	Latin Wikipedia	249
Q1224141	Dietrich von Gemmingen	1
Q1224150	Dietrich von Gemmingen	1
Q12242559	Musa'id bin Abdulaziz Al Saud	1
Q12249079	Nawaf bin Faisal	1
Q1226596	Manuel Komnenos	1
Q122663	Andrews Engelmann	1
Q12277139	Big Encyclopedia “Bulgaria”	1
Q1227748	Louis Racine	1
Q1228480	null	4
Q1228663	Sächsische Biografie	842
Q1229024	Themista of Lampsacus	1
Q12297010	Trud	1
Q123006	Kabbalah	1
Q1230298	La Croix	4
Q123041	Germaine de Staël	1
Q123057	Augustin Pyramus de Candolle	1
Q123078	Robert A. Heinlein	1
Q1230809	Shirley Hazzard	1
Q12308941	male given name	1
Q123098	Angelica Kauffman	1
Q12310272	Erik A. Nielsen	1
Q12310473	Erling Eckersberg	1
Q123115	Yangzom Brauen	2
Q12312551	Carl Emil Lühe	1
Q12314701	Gustav Wedell-Wedellsborg	1
Q1231590	Igino Astronomo	1
Q1232451	Joseph Benda	1
Q1232642	Bianca Maria Visconti	1
Q1232813	Dmitri Jaškin	1
Q12329924	null	2
Q12331638	Peter Loft	1
Q12333592	Roben & Knud	1
Q123347	Australian Bureau of Statistics	7
Q123351	Michael Caine	1
Q12338159	Sylvia Pio	2
Q12338613	Søsser Krag	1
Q12340881	Viborg Bryghus	1
Q12340885	Viborg Stifts Folkeblad	1
Q12344332	Economus, économe, ekonom, økonom, эконом, etc.	1
Q1234458	Elisabeth van de Palts	3
Q12348843	Hermann Schmid	1
Q12350049	Julianna Bodó	1
Q123502	USS Cochino	1
Q1235205	Gutenberg-Jahrbuch	1
Q12361650	Estonian Basic Map	30
Q123630	Law of the Russian Federation	1
Q12366858	Estonian Environmental Register	8
Q1237718	Franz-Olivier Giesbert	1
Q1237722	Meliton Balanchivadze	1
Q1238108	Ulrich von Rosenberg	1
Q123825	Urs Widmer	1
Q123885	Royal Society	5
Q1238999	null	1
Q1239012	null	1
Q12410365	Amos Ben-Gurion	1
Q1241320	Tangaroa	2
Q12424417	Ester Ledecká	1
Q12425698	Jana Nečasová	1
Q1244430	Lysithea	2
Q124493	Maria Körber	1
Q12449434	Amar Singh I	1
Q12461	Le Monde	24
Q124714	spring	1
Q12480	Statistics Belgium	30
Q124834	Lukas Ammann	1
Q12485049	Hadidjah	1
Q1248696	Renate Blume	2
Q12490747	Ministry of Foreign Affairs of the Republic of Indonesia	3
Q1250336	Dorothy Percy, Countess of Northumberland	1
Q125046	Juno	1
Q12507600	Rachmawati Soekarnoputri	1
Q1251005	null	1
Q125121	Aretha Franklin	1
Q1251262	New York, Texas	1
Q12517042	Sukmawati Soekarnoputri	1
Q1252058	Japanese cruiser Yahagi	1
Q1253326	Vesna Pešić	1
Q12536	Abbasid caliphate	1
Q1254266	Fun'ya no Asayasu	1
Q125483	null	1
Q1255259	Statistical Institute of Belize	3
Q1257609	Hammad ibn Buluggin	2
Q125761	International Civil Aviation Organization	1
Q1258270	USS Long Island	1
Q12583628	null	1
Q1259232	Muncimir of Croatia	1
Q12594606	Matsudaira Katsushige	1
Q12594610	Matsudaira Nagakatsu	1
Q12594615	Matsudaira Nobushige	1
Q12594619	Matsudaira Nobuyoshi	1
Q12594624	Matsudaira Nobuhiro	1
Q12594628	Matsudaira Yoshishige	1
Q12595546	null	1
Q12601091	Seoul International Drama Awards	1
Q12608395	null	1
Q12611762	null	1
Q12613319	null	1
Q126294	Mbandzeni	1
Q1264085	Croatian Academy of Sciences and Arts	1
Q1264271	Frances Hodgkins	1
Q126445	USS Charles S. Sperry	1
Q1265287	USS Wisconsin	1
Q1267349	Telesto	2
Q1268605	Fusu	1
Q126911	Berlin-Bonn Act	1
Q127216	bald eagle	1
Q1272304	Nasha Niva	1
Q127330	Frank Zappa	1
Q1273568	children's television series	1
Q1274054	Donnchad Donn	1
Q1274170	Ireesha	1
Q12742211	The Scientific Journal of Humanistic Studies	1
Q1274521	EFE	1
Q1274582	null	1
Q12749681	Vera Čukić	1
Q12749875	null	1
Q1275124	Hellenic Statistical Authority	10
Q1275135	Hellenic Post	1
Q12752362	null	2
Q127548	Dweezil Zappa	2
Q12757178	null	1
Q12758137	Radoslav Pavlovic	1
Q12759996	Teodora Lazarević	1
Q12760124	Tomanija Obrenović	1
Q12761912	Adriana Geričová	1
Q1277476	Koča Popović	1
Q12780116	Population and Housing Census 1970, Part 2. Population in localities	551
Q1278113	Jührdenerfeld Man	5
Q1278996	Eberhard Friedrich von Gemmingen	1
Q1279451	Martin Štěpánek	2
Q1279577	Eberhard von Gemmingen	1
Q1279578	Eberhard von Gemmingen-Hornberg	1
Q1279581	Eberhard von Gemmingen	1
Q1279582	Eberhard von Gemmingen zu Bürg	1
Q12810713	Manila Standard Today	1
Q128109	Chicago Bulls	1
Q1281112	Ludwig von Gemmingen-Hornberg	1
Q1281618	sculptor	1
Q1282359	Lives and Opinions of Eminent Philosophers	2
Q128267	Saint Joseph	1
Q1282786	CNN International	1
Q1283287	Ministry of Foreign Affairs of the Portuguese Republic	2
Q128358	Bayezid I	1
Q128449	Sophia Jansson	1
Q128473	Auguste Regnaud de Saint-Jean d'Angély	1
Q128560	Graham Greene	1
Q12873293	Alexandros Kanaris	1
Q12873619	Andreas Papandreou	1
Q12873799	null	1
Q12873826	null	2
Q12875059	null	1
Q12875139	null	1
Q12875925	Dimitris Mavromichalis	1
Q12875972	Dimitrios Sachinis	1
Q1287641	2006 constitution of Serbia	3
Q12876862	null	1
Q12876867	Eleni Kontostavlou - Nikolopoulou	1
Q12876986	null	1
Q12876988	null	1
Q128777	Philippe Antoine d'Ornano	1
Q12878367	null	1
Q12879643	null	1
Q12881047	null	1
Q12881055	Miranda Myrat	1
Q12881124	Michael Sisinis	1
Q1288128	Berry Berenson	1
Q12881840	Nikolaos Mavrokordatos	1
Q12882524	Petros K. Mavromichalis	1
Q12882525	Petros K. Mavromichalis	1
Q12884562	Sofia Trikoupis	1
Q1288560	Eduard Hach	1
Q1289031	A Dream of the Past: Sir Isumbras at the Ford	1
Q12891665	Ina Césaire	1
Q12900597	Joffrey Baratheon	1
Q129020	Michael the Syrian	1
Q1290494	null	1
Q1292684	Edward Jerningham Wakefield	1
Q1292752	Edward Joshua Cooper	1
Q129493	Golden Legend	2
Q1295401	La Presse	1
Q1295770	Alice Szellay	1
Q12959	Édouard Balladur	1
Q1296491	National Geospatial-Intelligence Agency	1
Q1296751	Muhammad I	1
Q1296792	Vajk Szente	1
Q12969628	Princess Punzalan	1
Q1297	Chicago	1
Q129821	Oireachtas	1
Q1299094	Eva Badura-Skoda	1
Q13011	International Code of Zoological Nomenclature	13
Q13012489	Department of Provincial Administration	408
Q1301338	Béla Szántó	1
Q1301596	HMS Glasgow	1
Q13017594	Phraya Montri Suriyawong	1
Q13018118	Patee Sarasin	2
Q1302111	Super Sport	1
Q130218	Harshavarman II	2
Q13024023	Asa Sarasin	1
Q130264	null	3
Q13031603	null	3
Q13032415	null	1
Q13033264	null	1
Q13033468	null	1
Q130383	Rajendravarman II	2
Q1303926	USS Saipan	1
Q1303953	HMS Manchester	1
Q1304093	HMS Newcastle	1
Q1304110	HMS Birmingham	1
Q1304497	Jakob Bording	1
Q130708	Jayavarman IV	2
Q13073278	Jasna Zalica	1
Q130771	Ishanavarman II	2
Q130772	Harshavarman I	2
Q130806	Udayadityavarman II	1
Q130832	Perseus	1
Q130838	Today	1
Q13085154	null	2
Q130879	Reuters	3
Q13102799	null	1
Q1310296	null	2
Q13114680	Vijayalakshmi	1
Q13125255	Ministry of Foreign Affairs and International Co-operation (Tanzania)	3
Q13129268	Iorwerth Drwyndwn	1
Q131303	Hello world program	1
Q13133	Michelle Obama	1
Q131346	Pandora	1
Q131366	Disturbed	1
Q131454	Library of Congress	441
Q131478	Der Spiegel	2
Q131524	entrepreneur	1
Q131566	Institute of Electrical and Electronics Engineers	1
Q131575	Hecate	1
Q131626	Smithsonian Institution	2
Q13166	WordPress	1
Q131660	Dominique de Villepin	1
Q131814	Tina Turner	1
Q1319204	Helmuth Schepp	1
Q13196750	left	1
Q1321	Spanish	83
Q13216657	null	2
Q13217290	null	2
Q132175	Osred II of Northumbria	1
Q13217583	DINOloket	22
Q13219454	Library of Congress Authorities	138
Q13221666	Double Six Records	1
Q1322455	USS West Virginia	1
Q13231253	Kabardian Wikipedia	2
Q13233	ice cream	1
Q1323479	Legislative Assembly of British Columbia	1
Q1324124	HMS Renown	1
Q132543	Diana	1
Q13257020	null	1
Q1325742	Eleanor Updale	1
Q1325925	Geoscience Australia	2
Q132596	Taro Aso	1
Q132695	Harry Martinson	1
Q1327349	HMS Tireless	1
Q1327720	USS Newport News	1
Q1327859	Elen	2
Q132805	Thomas Hardy	2
Q1328905	USS Nevada	1
Q1329679	Mariekerke	1
Q1329913	Elisabeth zu Guttenberg	1
Q1330187	Elisabeth Philippine Karoline von Dewitz	1
Q1330472	null	2
Q133050	Susan Sarandon	1
Q1331145	Princess Elizabeth of Toro	2
Q133116	Hamilton	1
Q1331221	Elizabeth Jarvis Colt	1
Q1331472	Elke Christina Roeder	1
Q1331514	Ligue Nationale de Basket	1
Q1331595	Ferdinand of Alvensleben	2
Q1332949	Manto	1
Q133386	Jan Peter Balkenende	1
Q133396	Knesset	231
Q1334064	Gottfried Christian Bose	1
Q1334327	United Nations General Assembly Resolution 2758	2
Q1334953	Kujō Yoshitsune	1
Q133556	Ashley Cole	1
Q13360228	La Vénus de Milo et les Aphrodites du Louvre	1
Q13360480	Níkos Papandréou	1
Q1336119	Emil von Schlitz	1
Q133622	Thor Heyerdahl	1
Q13365441	null	4
Q133672	Japanese destroyer Natsuzuki	1
Q1337	leet	1
Q1337152	Baron Emile Beaumont d'Erlanger	1
Q13371586	Statistical Office of the Slovak Republic	1
Q13375583	null	14
Q1338563	Max Hollein	1
Q1338914	handbook	2
Q1339346	Pan Tadeusz	1
Q133947	Jiří Dienstbier Jr.	2
Q1340194	Encyclopædia Universalis	2
Q1340196	Encyclopedia of Mathematics	2
Q13403182	František Josef Kinský	1
Q13406279	Franz Liszt	2
Q13406835	approved mineral and/or valid name (A)	1
Q13407364	Sopi Bagratuni	1
Q13407861	Kornelius Rakouský	1
Q13407958	China Biographical Database	14
Q13409293	Adam Artsruni	1
Q13409386	Cyrille Toumanoff, "Les dynasties de la Caucasie chrétienne de l'Antiquité jusqu'au XIXe siècle", 1990	449
Q13409396	Christian Settipani, "Continuité des élites à Byzance durant les siècles obscurs", 2006	231
Q13409498	Gemeindeverzeichnis information system	2
Q13409833	René Grousset, "Histoire de l'Arménie des origines à 1071", 1947	59
Q13410604	Wimbledon: The Official History of the Championships	2
Q13410659	100 years of Wimbledon	879
Q13410702	The Grand Slam Record Book Vol. 1	241
Q13411113	The Grand Slam Record Book Vol. 2	2
Q13411144	null	7
Q1341161	Baraq	1
Q13413419	Deux siècles d'histoire au Père Lachaise	258
Q13413655	Le cimetière du Père-Lachaise	653
Q13414808	Hippias' and Hipparchus' mother	1
Q13414843	null	1
Q13414893	On "Chenqiao Coup"	1
Q13414913	Simplified Chinese	8
Q13414942	The New Standard Jewish Encyclopedia	6
Q13415266	Entomological News	2
Q13415288	null	5
Q13415306	null	8
Q13415327	Recueil de tombeaux des quatre cimetières de Paris	6
Q13415358	Edme Mentelle	16
Q13415739	The Ten Archontes of 579/8 at Athens	1
Q13415851	The Bud Collins History of Tennis	2286
Q13416025	François Marie Marchant de Beaumont, "Manuel et itinéraire du curieux dans le cimetière du Père la Chaise", 1828	30
Q13416128	1st edition of The Sung Dynasty and its Precursors, 907–1279, Part 1	1
Q13416316	La France littéraire ou dictionnaire bibliographique des savants, historiens et gens de lettres de la France	6
Q13416599	Rabíni naší doby	6
Q13416617	Tectonic map and overall architecture of the Alpine orogen	4
Q13416674	A phylogeny and revised classification of Squamata, including 4161 species of lizards and snakes	3725
Q13417527	Strunz Mineralogical Tables: Chemical-Structural mineral classification system. 9th edition	11
Q13417546	Dana's New Mineralogy: The System of Mineralogy of James Dwight Dana and Edward Salisbury	1
Q13417655	Les orfèvres et l'orfèvrerie de Paris au XVIIe siècle	4
Q13417806	LithoLex	11
Q13418065	Stratigraphic chart of Austria	57
Q13418107	Fleischer’s Glossary of Mineral Species 10 ed	5
Q13418199	J'ai nom Jeanne la Pucelle	4
Q13418328	La sculpture dans les cimetières de Paris, 1897	146
Q13419312	Charles Cawley, "Medieval Lands", 2006-2013	3
Q134194	fresco	1
Q13420225	null	7
Q13420288	Platon — Œuvres complètes	13
Q13421502	RAMEAU	1
Q13422442	Catalogue of International Exhibition of Modern Art	1
Q13422577	Christian Settipani, "La Préhistoire des Capétiens", 1993	9
Q13422742	The Political Organization of Attica	254
Q13422885	Atomic weights of the elements 2009 (IUPAC Technical Report)	123
Q13423858	null	1
Q13426011	Agave in the West Indies	5
Q13426046	null	5
Q13427059	Sukkulenten-Lexikon. Zweikeimblättrige Pflanzen (Dicotyledonen)	2
Q13427103	Sukkulenten-Lexikon. Crassulaceae (Dickblattgewächse)	1
Q13427111	Sukkulenten-Lexikon. Asclepiadaceae (Seidenpflanzengewächse)	1
Q13427260	null	1
Q13430504	Rue89:  un modèle horizontal de la production d’information?	1
Q13433589	Christian Settipani, "Nos ancêtres de l'Antiquité", 1991	17
Q13434783	null	1
Q1344256	Ensembl	25255
Q1344553	Entente Européenne d’Aviculture et de Cuniculture	533
Q134477	Paula Fox	1
Q1345229	Entrez	986855
Q13453515	Commision Regulation (EU) No 1129/2011 of 11 November 2011	21
Q1345514	Michael Penn	1
Q1346136	Aleksey Uvarov	1
Q13462605	Saskia Holleman	1
Q13464113	International Chronostratigraphic Chart 2013/01	519
Q1346475	Philip I, Duke of Brabant	1
Q134729	Joselu	1
Q13475038	Marija Andrejewna Prokopjewa	1
Q13475911	Lucas Roberts	1
Q13475912	Mimi Lockhart	1
Q13476092	Arsinoe	1
Q1347628	Oddantonio da Montefeltro	1
Q13476362	Marius Borg Høiby	1
Q13478526	Vasilko Briaczyslavitch	1
Q13479099	Mythes de la Grèce archaïque	56
Q1348611	Naoe Kanetsugu	2
Q1349205	Jason Miller	1
Q1349655	Erec	1
Q1350181	Shires of Scotland	1
Q13502748	Heinrich Schoppmeyer	5
Q13502830	Heneage Finch	2
Q135085	Gene Ontology	5642
Q135111	Vere Beauclerk, 1st Baron Vere	1
Q13516675	Sakura Trick	1
Q1351895	USS Gerald R. Ford	1
Q1351992	Perses	1
Q13520496	Das große Kakteen-Lexikon	2188
Q13521346	A farewell to dated ideas and concepts: molecular phylogenetics and a revised suprageneric classification of the family Cactaceae	3
Q1352222	William Collins Whitney	1
Q13526947	L'ingénieur	27
Q1352711	Westkapelle, Netherlands	1
Q13527513	FT'i	7
Q13533364	Dictionnaire de l'Antiquité	2
Q1353673	Russell Hoban	1
Q1353771	Eugène Verboeckhoven	1
Q1354562	null	1
Q13548547	Englera; Veröffentlichungen aus dem botanischen Garten und botanischen Museum	1
Q13548572	Kaktusář; odborný měsičnik	2
Q13550863	null	2
Q13554224	Den nye Kaktusbog	1
Q13554291	Florae Lusitanicae et Brasiliensis Specimen	5
Q13554417	Taschenbuch für Cactusliebhaber	1
Q13554422	The Standard Cyclopedia of Horticulture	1
Q1355751	Taxonomy of the Gastropoda	2
Q1355921	Ermias Sahle Selassie	2
Q1355948	Michèle Anne De Mey	1
Q13561342	World Odonata List	20642
Q13562963	Carrie Brown	1
Q13563024	Margaret Larkin	1
Q13563034	Joan Howard Maurer	1
Q1356527	Ernest Stanislas de Girardin	1
Q13567672	null	2
Q13568726	Industrial history and Foresight for Centraliens de Lille	92
Q13568754	null	2
Q135688	Jayavarman VI	2
Q13568800	null	1
Q135690	Dharanindravarman I	1
Q1356922	Japanese destroyer Murasame	1
Q13569564	null	1
Q13571463	null	1
Q135744	Galveston	1
Q13574439	Princess Iman bint Abdullah	2
Q13574646	A History of Boeotia	22
Q1357568	Constitution of Finland	2
Q13576070	Les principaux monuments funéraires de Père-Lachaise, de Montmartre, du Mont-Parnasse et autres cimetières de Paris	7
Q13576116	Guide dans les cimetières de Paris	7
Q13576133	Guide aux sépultures des personnages célèbres inhumés dans les trois grands cimetières de Paris	7
Q1357745	Ernst Carl von Ahlefeldt	1
Q1357841	William of Rosenberg	2
Q13580234	null	1
Q13580374	Ion Vianu	1
Q13583811	null	2
Q13594009	null	2
Q13597124	Dracograllus kreisi	1
Q13597131	Dracograllus minutus	1
Q1359893	Tomáš Baťa	1
Q1360009	Michael Dorris	1
Q13605899	Jodi Kantor	1
Q13610440	ICD-10 Version:2010	49
Q136184	Harshavarman III	2
Q1361864	first description (of a taxon)	3488
Q1362200	Prince Toneri	3
Q1362257	Terje Rød-Larsen	1
Q1362459	General Catalogue of Nebulae and Clusters	2
Q13626292	A phylogenetic classification of the land plants to accompany APG III	246
Q13629368	Bernard Ashley	1
Q1363423	USS Connecticut	1
Q13635359	Fujiwara no Nagako	1
Q13635550	On Chorea	3
Q13636884	Forever	2
Q1363694	null	1
Q1363706	David III of Tao	1
Q13637111	Heinrich Göldli	1
Q13638378	Ioannis Zaimis	1
Q13639329	Mai De Li Ba La and Tuo Guo Si Tie Mu Er	8
Q13640030	null	95
Q13645258	Esekü	2
Q13649387	null	2
Q13649810	null	1
Q13649832	null	1
Q13649851	null	1
Q13649880	null	1
Q13649886	null	1
Q13649896	null	1
Q13649909	null	1
Q136504	TZUM	1
Q13650952	Qing Dynasty literary family and marriage Pedigree	332
Q13651014	The IMA List of Minerals	2
Q13651104	The IMA List of Minerals (February 2013)	3753
Q13651668	null	1
Q13651923	Chen Mingzhen	1
Q13651972	Chen Rongshao	1
Q13653175	null	3
Q13654207	null	1
Q13654612	Wang Jie	1
Q13655167	null	1
Q13659386	Isabel Adrian	1
Q1366001	Oldřich, Prince of Brno	1
Q1366358	Dutch Top 40	1
Q13667927	Pan Shihuang	1
Q13667964	Pan Yijuan	1
Q13668323	null	1
Q13668748	null	1
Q13668762	null	1
Q13668769	null	3
Q13669208	null	1
Q13669559	Alunite supergroup: recommended nomenclature	10
Q13669780	null	1
Q13670392	null	3
Q13670767	null	2
Q1367078	José Luis Garci	1
Q13671063	null	1
Q13671983	null	1
Q13672635	null	1
Q13672901	null	1
Q136736	Geographic Names Information System	3433
Q13674157	null	1
Q13674767	null	1
Q13679	Wikispecies	18
Q1367937	Wolfram Research	1
Q13683362	An update of the Angiosperm Phylogeny Group classification for the orders and families of flowering plants: APG III	1441
Q13688262	null	1
Q13688427	null	1
Q13688520	null	1
Q13689812	null	1
Q1369039	USS Constellation	1
Q13690504	null	1
Q1369274	Waleran IV, Duke of Limburg	1
Q1369575	Timo Dentler	1
Q1369897	Strachkvas	1
Q1370497	Ahasuerus	1
Q1370620	Fujiwara no Yorimichi	1
Q13709919	null	1
Q13711046	null	1
Q13711312	null	2
Q13711410	taxonomy database of the U.S. National Center for Biotechnology Information	4
Q13711691	null	1
Q13712079	null	1
Q13712300	null	2
Q13714788	null	1
Q13714985	null	1
Q13715378	null	1
Q13716593	null	1
Q13716830	null	1
Q13716954	null	1
Q13717	Libération	19
Q13728696	HNLMS Zwaardvis	1
Q13729224	null	1
Q1373513	NNDB	8
Q1373537	Richard Müller	1
Q13746746	null	6
Q13768618	Les Fontaines de Paris anciennes et nouvelles	1
Q1377618	Quechua Wikipedia	2
Q13778109	Data of the Official Administrative Charter of Portugal	1
Q13783827	null	1
Q1379	Gary Gygax	3
Q1379052	William II Talvas	1
Q1381711	null	1
Q1381777	Convention on the Protection of Lake Constance against Pollution	1
Q1382978	Marcello Piacentini	1
Q1383300	Alexander Vencel	1
Q1384103	Per Krohg	2
Q13847780	Phylogenetic Analysis Of Some Basal Early Cambrian Trilobites, The Biogeographic Origins Of The Eutrilobita, And The Timing Of The Cambrian Radiation	1
Q138487	Pyotr Stolypin	1
Q1385430	Extrasolar Planets Encyclopaedia	38
Q1385871	Ponhea Yat	2
Q13858987	Diethelm Röist	1
Q1387224	Michael Morpurgo	1
Q13882354	null	11
Q13883272	Un officier français : Gérard de Cathelineau	8
Q139052	Isabelle Breitman	1
Q1390579	Fabio Reinhardt	1
Q1390945	Sabina Schneebeli	1
Q139103	San Francisco Chronicle	1
Q139139	Giric	1
Q1392556	Ron Cyrus	1
Q1393978	Mohamed El Ouafa	1
Q1395091	USS Maryland	1
Q13955	Arabic	6
Q139561	null	1
Q1396437	Paullu Inca	1
Q139754	null	1
Q1397601	Fujiwara no Tadahira	1
Q1400030	Federal Court of Australia	1
Q14005	MusicBrainz	231521
Q1402057	NRC Handelsblad	1
Q1403016	arrest	1
Q14030619	null	7
Q14036403	Pushkin in Life	2
Q1404225	HMS Dainty	1
Q14042250	Parlement & Politiek	163
Q14067712	International Classification of Diseases, Ninth Revision (ICD-9)	21
Q1407875	Princess Irulan	2
Q1408216	Wensicia	2
Q14083654	Tennis in Deutschland. Von den Anfängen bis zur Gegenwart	9
Q1409067	tagesschau.de	1
Q14094285	null	1
Q1410641	Category:Men	2
Q1410688	Category:Woman	1
Q1410985	Karl Ludwig Friedrich Trendelenburg	1
Q14116	OS X	1
Q1412	Finnish	2
Q14122075	Gunilla Bese	1
Q1412962	Katie Fforde	1
Q1413270	Liseberg	1
Q1417721	Man on Wire	1
Q14177941	State/County Subdivision Outline Maps	763
Q142	France	5
Q142059	Julius Fučík	1
Q1422734	USS Michigan	1
Q1422837	The New Grove Dictionary of Music and Musicians	1
Q142348	Le Parisien	16
Q1423747	Sten Svantesson Bielke	1
Q14244038	An Integrated System of Classification of Flowering Plants	477
Q1426223	The New York Review of Books	1
Q1426328	Japanese aircraft carrier Shōhō	1
Q1426389	USS Barry	1
Q14265955	Kto jest kim w Białorusi	567
Q14270642	null	1
Q14271735	null	1
Q14271884	null	22
Q14272087	null	19
Q1428	Georgia	1
Q1428443	Ioannis Varvitsiotis	1
Q1428742	Flight International	1
Q1429295	Flora of North America	11942
Q143	Esperanto	44
Q143003	Guide Star Catalog	1
Q1430457	ISO 3166-2:MA	6
Q1431423	Ministry of Foreign Affairs	3
Q14314399	TMZ	1
Q14321296	Moscow and Moscovites	4
Q14324273	The Rebel League: The Short and Unruly Life of the World Hockey Association	2
Q14325227	German Wikivoyage	2704
Q14325755	Patsy Kinsey	1
Q14328834	Margaret Bingham	1
Q14329134	Stratigraphische Tabelle von Deutschland 2002	2
Q14334357	Suomen historian pikkujättiläinen	2
Q1433693	Whip	1
Q1434925	Steven Gould	1
Q1435379	Folha de S. Paulo	1
Q1435661	Fondation Le Corbusier	2
Q14380	Slovene Wikipedia	1058
Q14385555	Kivet	26
Q143945	Carla Bruni	2
Q14394804	A subfamilial classification for the expanded asparagalean families Amaryllidaceae, Asparagaceae and Xanthorrhoeaceae	321
Q14396088	An ordinal classification for the families of flowering plants	518
Q14399348	null	1
Q144002	Italian battleship Caio Duilio	1
Q14405376	Nomenclatorial transfers	1
Q14405388	Armeriae et Statices generum species nonnullas novas proponit	1
Q14405740	Annotated checklist of the recent and extinct pythons (Serpentes, Pythonidae), with notes on nomenclature, taxonomy, and distribution	176
Q14408490	BGS Lexicon of Named Rock Units	78
Q1441077	Francesco II Gattilusio	1
Q1441202	null	1
Q14432320	Lucy Hare	1
Q1443926	Treaty on the Creation of the USSR	6
Q14439866	Some observations of the Unkar Group of the Grand Canyon Algonkian	2
Q1444405	Jiří Mucha	2
Q1444686	Scots Wikipedia	27
Q1445691	null	1
Q1445703	František Weyr	1
Q1446486	Franz Clam-Gallas	1
Q1446672	Portland Thorns FC	3
Q14467954	German submarine U-133 (1941)	1
Q14474073	História da Grande Revolução	1
Q1447541	Archduke Franz Josef of Austria	2
Q1447708	Franz Karl Friedrich von Gemmingen-Hornberg	1
Q1447726	null	1
Q14479593	Tabnit	1
Q14481223	Yuan Kewen	1
Q1449991	null	2
Q145	United Kingdom	4
Q14503029	The genus Epiphyllum and its allies	1
Q14508416	Apertium: a free/open-source platform for rule-based machine translation	1
Q1450874	George Jonas	1
Q14509115	The History of Polish Literature, Updated edition	3
